id,business_name,city,state,old_url,new_url
a7ae976f-3021-497c-a581-0abc91afc981,Sinai Mortuary of Arizona,Phoenix,AZ,http://sinaimortuary.net/,https://sinaimortuary.net/
978477f0-fd98-40ae-adec-774c7cb4b6e1,Simple Cremation-Fort Worth,Dallas,TX,http://www.simplecremation.org/,https://www.simplecremation.org/
1bb4f457-ed29-4f5b-b026-a95dfeb86096,749 Cremation by Kramer Affordable Cremation,Dallas,TX,http://planocremations.com/,https://planocremations.com/
5f498f4a-3bbf-4028-a9de-f039b8530059,Slater Funeral Home LTD.,Philadelphia,PA,http://www.slaterfuneralhome.com/,https://www.slaterfuneralhome.com/
ef90b0ef-9ee5-41df-82b8-21478fc23272,Lenwood Jones Funeral Home,Philadelphia,PA,http://www.lenwoodjonesfuneralhome.com/,https://www.lenwoodjonesfuneralhome.com/
ce544957-1b8c-4b6f-876c-43c5f52fd84a,Hancock Funeral Home Ltd,Philadelphia,PA,http://www.hancockfuneralhome.net/,https://www.hancockfuneralhome.net/
ee3b8ca3-2831-4ab9-aa46-db060f75d0f2,San Diego Funeral Service,San Diego,CA,http://sandiegoaffordablefunerals.com/,https://sandiegoaffordablefunerals.com/
a5f7fbe8-50ca-4dd5-8f39-ec878f109bf9,Pickens Funeral Home,Philadelphia,PA,http://www.pickensfuneralhome.com/,https://www.pickensfuneralhome.com/
cfb37097-5586-48ca-b7d2-f04073b9f38a,philadelphia crematories,Philadelphia,PA,http://www.philadelphiacrematories.com/about-us.aspx,https://www.philadelphiacrematories.com/about-us.aspx
acd3dd4a-4f2a-4fcb-ba3f-1ff72d7ebb7c,Cortez Cremations and Funeral Services,San Diego,CA,http://cortezcremation.com/,https://cortezcremation.com/
4b5b6406-4469-4b3a-800a-3a34ffedd47f,Lott's Mortuary,Dallas,TX,http://www.lottsmortuaryinc.com/,https://www.lottsmortuaryinc.com/
ed9a2302-9ef9-47df-87af-fc39d2f173ed,Cabrera Funeral Home,San Antonio,TX,http://www.cabrerafuneralhome.com/,https://www.cabrerafuneralhome.com/
2ec9f084-014c-4562-99f8-ad09d7dfe695,D W Brooks Funeral Home,San Antonio,TX,http://www.dwbrooksfuneralhome.com/,https://www.dwbrooksfuneralhome.com/
b8bfe72c-6431-48a6-959d-090bf50bbf2b,aCremation Funeral Home,Dallas,TX,http://acremation.com/,https://acremation.com/
bb174c26-ec9c-456c-9dbc-5b86e225de6d,Preferred Cremation & Burial,San Diego,CA,http://www.preferredcremation.org/,https://www.preferredcremation.org/
522d31e2-0fc3-4e08-a718-5e44df80a6d2,Village Cremation Services,San Diego,CA,http://www.villagecremations.com/,https://www.villagecremations.com/
847edfcb-7fa6-42ab-91b4-ee99dcc62d42,Heart of Texas Cremation San Antonio,San Antonio,TX,http://www.heartoftexascremations.com/,https://www.heartoftexascremations.com/
8e12e3f9-7819-46d1-9958-cb31663ecb47,FuneralCaring USA,San Antonio,TX,http://www.funeralcaringusa.com/,https://www.funeralcaringusa.com/
8059ab71-b342-4577-9ad5-7d83f2646f5d,Harlem Cremations,New York,NY,http://www.harlemcremations.com/,https://www.harlemcremations.com/
1c52a643-5d69-4b92-b35f-6af2c55ddf12,Benta's Funeral Home Inc,New York,NY,http://www.e-bfh.com/,https://www.e-bfh.com/
4ca7b7a3-5cc8-42ba-997d-ce3db676f18f,Gannon Funeral Home,New York,NY,http://www.gannonfuneralhome.com/,https://www.gannonfuneralhome.com/
417ab0a8-17f1-414c-a322-f246b99c6503,Q L Douglas Funeral Home,Jacksonville,FL,http://www.qldouglasfuneralhome.com,https://www.qldouglasfuneralhome.com
